,companyName,ranking,craftWebsite,companyWebsite,tags,HQ,employeeNumber,description,dateString
334,Owens & Minor,332,https://craft.co/owens-minor,owens-minor.com,"['Business Products & Services', 'distribution', 'logistics', 'procurement', 'supply chain management']","Mechanicsville, US","15,400","Owens & Minor has 15,400 employees across 44 locations and $9.21 B in annual revenue in FY 2019. See insights on Owens & Minor including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
335,Equitable Holdings,333,https://craft.co/equitable-holdings,equitableholdings.com,"['Financial Services', 'financial management', 'insurance', 'investment management', 'life insurance']","New York, US","7,900","Equitable Holdings has 7,900 employees at their 1 location and $5.15 B in annual revenue in FY 2019. See insights on Equitable Holdings including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
336,Conagra Brands,334,https://craft.co/conagra-brands,conagrabrands.com,"['Food & Beverage', 'Manufacturing & Industrial', 'nutrition', 'processed food']","Chicago, US","16,500","Conagra Brands has 16,500 employees across 55 locations and $11.05 B in annual revenue in FY 2020. See insights on Conagra Brands including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
337,Markel,335,https://craft.co/markel,markelcorporation.com,"['Manufacturing & Industrial', 'plastic', 'polymers']","Plymouth Meeting, US",26,"Markel has 26 employees at their 1 location. See insights on Markel including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
338,Jones Financial (Edward Jones),336,https://craft.co/edward-jones,edwardjones.com,[],"Des Peres, US",,"Edward Jones $7.50 B in annual revenue in Y 2018. See insights on Edward Jones including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
339,Hormel Foods,337,https://craft.co/hormel-foods,hormelfoods.com,"['Food & Beverage', 'nutrition', 'processed food']","Austin, US","18,700","Hormel Foods has 18,700 employees across 7 locations and $9.50 B in annual revenue in FY 2019. See insights on Hormel Foods including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
340,Hilton Worldwide Holdings,338,https://craft.co/hilton-worldwide,hilton.com,"['Travel & Leisure', 'hospitality', 'hotels', 'luxury']","McLean, US","173,000","Hilton Worldwide has 173,000 employees across 5 locations and $9.45 B in annual revenue in FY 2019. See insights on Hilton Worldwide including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
341,Univar Solutions,339,https://craft.co/univar-solutions,univarsolutions.com,"['Manufacturing & Industrial', 'chemicals', 'distribution', 'logistics', 'transportation']","Downers Grove, US","10,300","Univar Solutions has 10,300 employees across 98 locations and $9.29 B in annual revenue in FY 2019. See insights on Univar Solutions including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
342,United Rentals,340,https://craft.co/united-rentals,unitedrentals.com,"['Real Estate & Construction', 'construction equipment', 'equipment hire', 'rental']","Stamford, US","19,100","United Rentals has 19,100 employees at their 1 location and $9.35 B in annual revenue in FY 2019. See insights on United Rentals including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
343,Pioneer Natural Resources,341,https://craft.co/pioneer-natural-resources,pxd.com,"['Energy & Utilities', 'drilling', 'energy services', 'exploration & development', 'natural gas', 'oil']","Irving, US","2,323","Pioneer Natural Resources has 2,323 employees across 3 locations and $9.67 B in annual revenue in FY 2019. See insights on Pioneer Natural Resources including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
344,Delek US Holdings,342,https://craft.co/delek-us-holdings,delekus.com,"['Energy & Utilities', 'Retail', 'logistics', 'petroleum']","Brentwood, US","3,814","Delek US Holdings has 3,814 employees across 8 locations and $4.20 B in annual revenue in FY 2016. See insights on Delek US Holdings including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
345,Eastman Chemical,343,https://craft.co/eastman-chemical,eastman.com,"['Manufacturing & Industrial', 'advanced materials', 'chemicals', 'coatings', 'fiber optic', 'plastic', 'polymers']","Kingsport, US","14,500","Eastman has 14,500 employees across 64 locations and $9.27 B in annual revenue in FY 2019. See insights on Eastman including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
346,EMCOR Group,344,https://craft.co/emcor-group,emcorgroup.com,"['Real Estate & Construction', 'electricity', 'energy infrastructure', 'facilities management', 'hvac', 'lighting', 'welding']","Norwalk, US","36,000","EMCOR Group has 36,000 employees across 66 locations and $9.17 B in annual revenue in FY 2019. See insights on EMCOR Group including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
347,Avis Budget Group,345,https://craft.co/avis-budget-group,avisbudgetgroup.com,"['Travel & Leisure', 'car rental', 'holding company', 'rental']","Parsippany-Troy Hills, US","21,200","Avis Budget Group has 21,200 employees across 3 locations and $9.17 B in annual revenue in FY 2019. See insights on Avis Budget Group including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
348,J.B. Hunt Transport Services,346,https://craft.co/jb-hunt-transport,jbhunt.com,"['Automotive & Transportation', 'delivery', 'logistics', 'shipping', 'supply chain', 'transportation']","Lowell, US","29,056","J.B. Hunt Transport has 29,056 employees at their 1 location and $9.17 B in annual revenue in FY 2019. See insights on J.B. Hunt Transport including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
349,Xerox Holdings,347,https://craft.co/xerox,xerox.com,"['Manufacturing & Industrial', 'Technology', 'consumer electronics', 'documents', 'enterprise software', 'paper and packaging', 'printing']","Norwalk, US","26,100","Xerox has 26,100 employees across 51 locations and $9.07 B in annual revenue in FY 2019. See insights on Xerox including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
350,Wayfair,348,https://craft.co/wayfair,wayfair.com,[],"Boston, MA, US","12,124","Wayfair has 5 employees across 9 locations and $9.13 b in annual revenue in FY 2019. See insights on Wayfair including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
351,KKR,349,https://craft.co/kkr,kkr.com,[],"New York, US",,"KKR (Kohlberg Kravis Roberts) $4.22 B in annual revenue in FY 2019. See insights on KKR (Kohlberg Kravis Roberts) including office locations, executives, portfolio, news, trends and more.",02/12/2020
352,AGCO,350,https://craft.co/agco,agcocorp.com,"['Manufacturing & Industrial', 'agriculture equipment', 'agritech', 'distribution', 'machinery']","Duluth, US","21,000","AGCO has 21,000 employees across 77 locations and $9.04 B in annual revenue in FY 2019. See insights on AGCO including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
353,Alleghany,351,https://craft.co/alleghany-corporation,alleghany.com,"['Financial Services', 'insurance', 'reinsurance']","New York, US","10,786","Alleghany Corporation has 10,786 employees at their 1 location and $9.04 B in annual revenue in FY 2019. See insights on Alleghany Corporation including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
354,Icahn Enterprises,352,https://craft.co/icahn-enterprises,ielp.com,"['Automotive & Transportation', 'Energy & Utilities', 'Financial Services', 'Manufacturing & Industrial', 'Real Estate & Construction', 'conglomerates', 'fashion', 'holding company', 'metal products']","New York, US","28,033","Icahn Enterprises has 28,033 employees across 4 locations and $8.99 B in annual revenue in FY 2019. See insights on Icahn Enterprises including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
355,Voya Financial,353,https://craft.co/voya-financial,corporate.voya.com,"['Financial Services', 'Investment', 'investment management', 'life insurance']","New York, US","6,000","Voya Financial has 6,000 employees across 9 locations and $7.48 B in annual revenue in FY 2019. See insights on Voya Financial including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
356,Ryder System,354,https://craft.co/ryder-system,ryder.com,"['Automotive & Transportation', 'consumer products & services', 'distribution', 'logistics', 'supply chain management', 'transportation']","Medley, US","39,900","Ryder System has 39,900 employees across 9 locations and $8.93 B in annual revenue in FY 2019. See insights on Ryder System including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
357,Air Products & Chemicals,355,https://craft.co/air-products,airproducts.com,"['Energy & Utilities', 'Manufacturing & Industrial', 'chemicals', 'electronics', 'energy infrastructure', 'oil & gas']","Allentown, US","19,000","Air Products has 19,000 employees across 100 locations and $8.92 B in annual revenue in FY 2019. See insights on Air Products including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
358,Mosaic,356,https://craft.co/mosaic,themosaiccompany.com,"['Business Products & Services', 'Human Resources & Recruiting', 'professional education']","Renton, US",246,"Mosaic has 246 employees across 5 locations. See insights on Mosaic including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
359,Huntington Ingalls Industries,357,https://craft.co/huntington-ingalls-industries,huntingtoningalls.com,"['Manufacturing & Industrial', 'defense', 'energy services', 'marine', 'nuclear', 'shipbuilding']","Newport News, US","42,000","Huntington Ingalls Industries has 42,000 employees across 8 locations and $8.90 B in annual revenue in FY 2019. See insights on Huntington Ingalls Industries including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
